Size;Speed;StartingPredators;StartingPrey;EnergyMax;EnergyMin;EnergyMoveCost;EnergyFood;EnergyStart;ReproductionRequirement;ReproductionCost;BaseEnergyCost;PlantGrowthPerTick;TurnSpeed;StartingPlants;SPeciationFreshhold;AdddNodeMutationRate;AddConnectionMutationRate;WeightMutationRate;RemoveConnectionRate;PreyVisionAngel;PreyVisionAngels;PreyVisionRange;PreyInputNodes;PredatorVisionAngel;PredatorVisionAngels;PredatorVisionRange;PredatorInputNodes
125;1;200;400;100;0;0.125;45;25;70;60;0.075;0.75;45;0.01;0.0001;50;15;20;1;35;6;18;12;35;6;18;6
tick;PreyPopulation;PredatorPopulation;PlantPopulation;PreyDeathCausePredator;PreyDeathCauseStarvation;PreyDeathCauseAge;PreyDeathCauseEdge;PredatorDeathCauseStarvation;PredatorDeathCauseAge;PredatorDeathCauseEdge;PlantDeathCausePrey;PreyAvredgeGenomeSize;PredatorAvredgeGenomeSize;PreyTimeSinceLastFood;PredatorTimeSinceLastFood;PreyAvredgeLifeSpan;PredatorAvredgeLifeSpan;PreyChildren;PredatorChildren;PreyDeath;PredatorDeath
2709;47;42;503;0;0;0;0;0;0;0;0;2.092908;1.427249;16.31915;466.4286;NaN;NaN;0;0;0;0
2710;48;41;502;0;0;0;0;1;0;0;0;2.09375;1.430894;15.97917;462.6097;NaN;830;0;0;0;1
2711;49;41;502;0;0;0;0;0;0;0;0;2.09932;1.430894;16.26531;463.5122;NaN;NaN;0;0;0;0
2712;49;41;503;0;0;0;0;0;0;0;0;2.09932;1.430894;16.87755;464.4146;NaN;NaN;0;0;0;0
2713;49;41;503;0;0;0;0;0;0;0;0;2.09932;1.430894;17.12245;465.3171;NaN;NaN;0;0;0;0
2714;49;41;504;0;0;0;0;0;0;0;0;2.09932;1.430894;17.73469;466.2195;NaN;NaN;0;0;0;0
2715;49;41;503;0;0;0;0;0;0;0;0;2.09932;1.430894;16.95918;467.1219;NaN;NaN;0;0;0;0
2716;50;40;501;0;0;0;0;1;0;0;0;2.102667;1.438889;16.34;460.2;NaN;872;0;0;0;1
2717;52;40;502;0;0;0;0;0;0;0;0;2.107692;1.438889;16.28846;461.1;NaN;NaN;0;0;0;0
2718;52;40;498;0;0;0;0;0;0;0;0;2.107692;1.438889;16.76923;462;NaN;NaN;0;0;0;0
2719;53;40;499;0;0;0;0;0;0;0;0;2.107547;1.438889;17.09434;462.9;NaN;NaN;0;0;0;0
2720;53;40;500;0;0;0;0;0;0;0;0;2.107547;1.438889;17.73585;463.8;NaN;NaN;0;0;0;0
2721;53;40;501;0;0;0;0;0;0;0;0;2.107547;1.438889;18.37736;464.7;NaN;NaN;0;0;0;0
2722;53;40;501;0;0;0;0;0;0;0;0;2.107547;1.438889;19.01887;465.6;NaN;NaN;0;0;0;0
2723;53;40;501;0;0;0;0;0;0;0;0;2.107547;1.438889;18.86792;466.5;NaN;NaN;0;0;0;0
2724;54;40;501;0;0;0;0;0;0;0;0;2.110494;1.438889;19.14815;467.4;NaN;NaN;0;0;0;0
2725;54;40;500;0;0;0;0;0;0;0;0;2.110494;1.438889;19.48148;468.3;NaN;NaN;0;0;0;0
2726;56;40;501;0;0;0;0;0;0;0;0;2.114286;1.438889;19.39286;469.2;NaN;NaN;0;0;0;0
2727;56;40;498;0;0;0;0;0;0;0;0;2.114286;1.438889;19.57143;470.1;NaN;NaN;0;0;0;0
2728;58;40;496;0;0;0;0;0;0;0;0;2.120115;1.438889;19.18966;471;NaN;NaN;0;0;0;0
2729;59;40;497;0;0;0;0;0;0;0;0;2.123164;1.438889;19.47458;471.9;NaN;NaN;0;0;0;0
2730;59;40;497;0;0;0;0;0;0;0;0;2.123164;1.438889;20.08475;472.8;NaN;NaN;0;0;0;0
2731;58;39;498;1;0;0;0;1;0;0;0;2.122414;1.428775;21.05172;460.1282;6;951;0;1;1;1
2732;58;39;497;0;0;0;0;0;0;0;0;2.122414;1.428775;21.39655;461.0256;NaN;NaN;0;0;0;0
2733;59;39;495;0;0;0;0;0;0;0;0;2.124859;1.428775;19.86441;461.9231;NaN;NaN;0;0;0;0
2734;60;39;490;0;0;0;0;0;0;0;0;2.126667;1.428775;17.43333;462.8205;NaN;NaN;0;0;0;0
2735;63;39;490;0;0;0;0;0;0;0;0;2.131746;1.428775;17.23809;463.718;NaN;NaN;0;0;0;0
2736;63;39;486;0;0;0;0;0;0;0;0;2.131746;1.428775;17.38095;464.6154;NaN;NaN;0;0;0;0
2737;64;39;487;0;0;0;0;0;0;0;0;2.131771;1.428775;17.78125;465.5128;NaN;NaN;0;0;0;0
2738;64;39;485;0;0;0;0;0;0;0;0;2.131771;1.428775;17.09375;466.4102;NaN;NaN;0;0;0;0
2739;66;39;486;0;0;0;0;0;0;0;0;2.132829;1.428775;17.22727;467.3077;NaN;NaN;0;0;0;0
2740;66;39;486;0;0;0;0;0;0;0;0;2.132829;1.428775;17.87879;468.2051;NaN;NaN;0;0;0;0
2741;66;39;487;0;0;0;0;0;0;0;0;2.132829;1.428775;18.54545;469.1026;NaN;NaN;0;0;0;0
2742;66;39;484;0;0;0;0;0;0;0;0;2.132829;1.428775;17.63636;470;NaN;NaN;0;0;0;0
2743;67;39;482;0;0;0;0;0;0;0;0;2.136319;1.428775;17.68657;470.8974;NaN;NaN;0;0;0;0
2744;68;39;482;0;0;0;0;0;0;0;0;2.136765;1.428775;18.08824;471.7949;NaN;NaN;0;0;0;0
2745;69;39;480;0;0;0;0;0;0;0;0;2.137199;1.428775;17.24638;472.6923;NaN;NaN;0;0;0;0
2746;67;39;477;3;0;0;0;0;0;0;0;2.136817;1.428775;16.9403;423.0256;75.33334;NaN;5;0;3;0
2747;70;39;478;0;0;0;0;0;0;0;0;2.143334;1.428775;16.88571;423.9231;NaN;NaN;0;0;0;0
2748;70;39;478;0;0;0;0;0;0;0;0;2.143334;1.428775;17.55714;424.8205;NaN;NaN;0;0;0;0
2749;70;38;477;0;0;0;0;1;0;0;0;2.143334;1.429824;17.58571;413.8158;NaN;935;0;0;0;1
2750;72;37;474;0;0;0;0;1;0;0;0;2.143519;1.432432;17.68056;403.0811;NaN;1743;0;5;0;1
2751;72;37;467;2;0;0;0;0;0;0;0;2.144445;1.432432;17.125;392.054;32;NaN;0;0;2;0
2752;78;39;464;0;0;0;0;0;0;0;0;2.137608;1.430199;15.60256;372.7949;NaN;NaN;0;0;0;0
2753;80;39;464;0;0;0;0;0;0;0;0;2.140418;1.430199;15.8625;373.641;NaN;NaN;0;0;0;0
2754;80;39;464;0;0;0;0;0;0;0;0;2.140418;1.430199;16.5125;374.4872;NaN;NaN;0;0;0;0
2755;80;39;463;0;0;0;0;0;0;0;0;2.140418;1.430199;17.1125;375.3333;NaN;NaN;0;0;0;0
2756;80;39;457;0;0;0;0;0;0;0;0;2.140418;1.430199;17.3625;376.1795;NaN;NaN;0;0;0;0
2757;84;39;458;0;0;0;0;0;0;0;0;2.14881;1.430199;17.19048;377.0256;NaN;NaN;0;0;0;0
2758;84;39;458;0;0;0;0;0;0;0;0;2.14881;1.430199;17.70238;377.8718;NaN;NaN;0;0;0;0
2759;84;39;455;1;0;0;0;0;0;0;0;2.146032;1.430199;17.95238;361.8205;3;NaN;0;0;1;0
2760;85;40;456;0;0;0;0;0;0;0;0;2.146667;1.426389;18.38824;353.6;NaN;NaN;0;0;0;0
2761;85;39;455;0;0;0;0;1;0;0;0;2.146667;1.433048;18.92941;346.6667;NaN;1683;0;2;0;1
2762;86;39;454;0;0;0;0;0;0;0;0;2.14845;1.433048;19.13953;347.4872;NaN;NaN;0;0;0;0
2763;87;39;455;0;0;0;0;0;0;0;0;2.149043;1.433048;19.55172;348.3077;NaN;NaN;0;0;0;0
2764;86;39;451;0;1;0;0;0;0;0;0;2.148838;1.433048;18.72093;349.1282;106;NaN;1;0;1;0
2765;89;39;451;0;0;0;0;0;0;0;0;2.153558;1.433048;18.70786;349.9487;NaN;NaN;0;0;0;0
2766;89;39;452;0;0;0;0;0;0;0;0;2.153558;1.433048;19.33708;350.7692;NaN;NaN;0;0;0;0
2767;88;39;450;1;0;0;0;0;0;0;0;2.151137;1.433048;19.875;339.6667;57;NaN;2;0;1;0
2768;90;40;451;0;0;0;0;0;0;0;0;2.151852;1.430555;20.06667;331.975;NaN;NaN;0;0;0;0
2769;88;40;442;2;0;0;0;0;0;0;0;2.151137;1.430555;18.96591;320.075;63.5;NaN;2;0;2;0
2770;94;41;443;0;0;0;0;0;0;0;0;2.157447;1.430894;18.38298;313.0488;NaN;NaN;0;0;0;0
2771;94;41;435;0;0;0;0;0;0;0;0;2.157447;1.430894;17.08511;313.8293;NaN;NaN;0;0;0;0
2772;99;40;436;0;0;0;0;1;0;0;0;2.16431;1.438889;16.84848;302.95;NaN;1806;0;1;0;1
2773;97;40;427;2;0;0;0;0;0;0;0;2.160138;1.438889;17.24742;264.975;20.5;NaN;0;0;2;0
2774;101;42;428;0;0;0;0;0;0;0;0;2.161716;1.439153;17.19802;253.0952;NaN;NaN;0;0;0;0
2775;101;42;427;0;0;0;0;0;0;0;0;2.161716;1.439153;17.79208;253.8333;NaN;NaN;0;0;0;0
2776;100;42;424;2;0;0;0;0;0;0;0;2.164334;1.439153;16.95;254.5714;61;NaN;5;0;2;0
2777;102;42;424;0;0;0;0;0;0;0;0;2.16634;1.439153;17.2549;255.3571;NaN;NaN;0;0;0;0
2778;102;42;421;0;0;0;0;0;0;0;0;2.16634;1.439153;17.13725;256.1429;NaN;NaN;0;0;0;0
2779;103;42;415;0;0;0;0;0;0;0;0;2.167314;1.439153;16.8932;256.9286;NaN;NaN;0;0;0;0
2780;108;42;416;0;0;0;0;0;0;0;0;2.165124;1.439153;16.74074;257.7143;NaN;NaN;0;0;0;0
2781;108;42;409;0;0;0;0;0;0;0;0;2.165124;1.439153;15.32407;258.5;NaN;NaN;0;0;0;0
2782;112;42;410;0;0;0;0;0;0;0;0;2.15506;1.439153;15.41071;259.2857;NaN;NaN;0;0;0;0
2783;112;42;409;0;0;0;0;0;0;0;0;2.15506;1.439153;16.00893;260.0714;NaN;NaN;0;0;0;0
2784;113;42;410;0;0;0;0;0;0;0;0;2.149558;1.439153;16.49557;260.8571;NaN;NaN;0;0;0;0
2785;113;42;408;0;0;0;0;0;0;0;0;2.149558;1.439153;16.9823;261.6429;NaN;NaN;0;0;0;0
2786;114;42;404;0;0;0;0;0;0;0;0;2.149123;1.439153;16.76316;262.4286;NaN;NaN;0;0;0;0
2787;115;42;396;2;0;0;0;0;0;0;0;2.155073;1.439153;16.75652;240.4286;65.5;NaN;2;0;2;0
2788;117;43;396;0;0;0;0;0;0;0;0;2.154986;1.439276;17.13675;235.6046;NaN;NaN;0;0;0;0
2789;118;43;397;0;0;0;0;0;0;0;0;2.158475;1.439276;17.66102;236.3721;NaN;NaN;0;0;0;0
2790;118;43;397;0;0;0;0;0;0;0;0;2.158475;1.439276;17.94915;237.1395;NaN;NaN;0;0;0;0
2791;119;43;398;0;0;0;0;0;0;0;0;2.160224;1.439276;18.46218;237.907;NaN;NaN;0;0;0;0
2792;118;43;394;1;0;0;0;0;0;0;0;2.16017;1.439276;18.89831;238.6744;13;NaN;0;0;1;0
2793;121;43;386;0;0;0;0;0;0;0;0;2.162259;1.439276;17.63636;239.4651;NaN;NaN;0;0;0;0
2794;126;43;377;0;0;0;0;0;0;0;0;2.168255;1.439276;16.26191;240.2558;NaN;NaN;0;0;0;0
2795;132;43;378;0;0;0;0;0;0;0;0;2.171465;1.439276;16.16667;241.0465;NaN;NaN;0;0;0;0
2796;132;43;376;0;0;0;0;0;0;0;0;2.171465;1.439276;16.59091;241.8372;NaN;NaN;0;0;0;0
2797;133;43;372;1;0;0;0;0;0;0;0;2.171679;1.439276;16.35338;241.9302;168;NaN;5;0;1;0
2798;135;43;373;0;0;0;0;0;0;0;0;2.172346;1.439276;16.75556;242.7209;NaN;NaN;0;0;0;0
2799;133;43;368;2;0;0;0;0;0;0;0;2.170928;1.439276;16.34587;242.907;97;NaN;4;0;2;0
2800;135;44;365;0;0;0;0;0;0;0;0;2.174074;1.433081;16.71111;238.1818;NaN;NaN;0;0;0;0
2801;137;44;366;0;0;0;0;0;0;0;0;2.177859;1.433081;17.10949;238.9773;NaN;NaN;0;0;0;0
2802;135;44;362;2;0;0;0;0;0;0;0;2.177778;1.433081;16.52593;238.0227;92;NaN;6;0;2;0
2803;137;46;363;0;0;0;0;0;0;0;0;2.178589;1.429951;16.92701;228.4348;NaN;NaN;0;0;0;0
2804;136;46;362;1;0;0;0;0;0;0;0;2.178677;1.429951;17.33088;228.0435;35;NaN;1;0;1;0
2805;138;47;358;0;0;0;0;0;0;0;0;2.179952;1.433806;17.2029;223.9362;NaN;NaN;0;0;0;0
2806;142;47;358;0;0;0;0;0;0;0;0;2.182629;1.433806;17.33803;224.6808;NaN;NaN;0;0;0;0
2807;140;47;347;2;0;0;0;0;0;0;0;2.181429;1.433806;17.12143;209.4043;130;NaN;6;0;2;0
2808;145;48;346;0;0;0;0;0;0;0;0;2.179541;1.430555;17.11724;205.7917;NaN;NaN;0;0;0;0
2809;145;47;344;1;0;0;0;1;0;0;0;2.17977;1.433806;17.52414;193.234;51;1735;0;2;1;1
2810;146;48;344;0;0;0;0;0;0;0;0;2.178996;1.431713;18.03425;189.9375;NaN;NaN;0;0;0;0
2811;146;48;342;0;0;0;0;0;0;0;0;2.178996;1.431713;18.24657;190.6667;NaN;NaN;0;0;0;0
2812;147;48;335;0;0;0;0;0;0;0;0;2.178458;1.431713;18.0068;191.3958;NaN;NaN;0;0;0;0
2813;150;48;334;2;0;0;0;0;0;0;0;2.177112;1.431713;18.23333;191.0833;16.5;NaN;0;0;2;0
2814;151;50;335;0;0;0;0;0;0;0;0;2.178367;1.433333;18.76159;184.14;NaN;NaN;0;0;0;0
2815;150;50;327;1;0;0;0;0;0;0;0;2.176889;1.433333;18.32667;184.62;152;NaN;2;0;1;0
2816;156;51;318;0;0;0;0;0;0;0;0;2.18141;1.436819;17.3718;181.6863;NaN;NaN;0;0;0;0
2817;162;51;313;0;0;0;0;0;0;0;0;2.18498;1.436819;16.44444;182.3725;NaN;NaN;0;0;0;0
2818;166;51;314;0;0;0;0;0;0;0;0;2.18735;1.436819;16.68675;183.0588;NaN;NaN;0;0;0;0
2819;166;51;315;0;0;0;0;0;0;0;0;2.18735;1.436819;17.3253;183.7451;NaN;NaN;0;0;0;0
2820;164;51;313;2;0;0;0;0;0;0;0;2.186789;1.436819;17.46342;181.6863;16.5;NaN;0;0;2;0
2821;167;53;311;0;0;0;0;0;0;0;0;2.188024;1.447589;17.78443;175.5094;NaN;NaN;0;0;0;0
2822;166;53;308;1;0;0;0;0;0;0;0;2.18735;1.447589;18.18675;159.2076;5;NaN;0;0;1;0
2823;166;53;305;1;1;0;0;0;0;0;0;2.188153;1.447589;17.10241;159.6981;76;NaN;2;0;2;0
2824;168;54;299;0;0;0;0;0;0;0;0;2.185318;1.450617;16.88691;157.4074;NaN;NaN;0;0;0;0
2825;171;54;296;0;0;0;0;0;0;0;0;2.18694;1.450617;16.84795;158.0741;NaN;NaN;0;0;0;0
2826;171;54;297;0;0;0;0;0;0;0;0;2.18694;1.450617;17.49708;158.7407;NaN;NaN;0;0;0;0
2827;171;54;298;0;0;0;0;0;0;0;0;2.18694;1.450617;18.1462;159.4074;NaN;NaN;0;0;0;0
2828;169;54;293;2;0;0;0;0;0;0;0;2.186193;1.450617;18.15385;159.9259;26.5;NaN;1;0;2;0
2829;173;54;282;0;0;0;0;0;0;0;0;2.188632;1.450617;17.30636;160.6111;NaN;NaN;0;0;0;0
2830;178;54;277;2;0;0;0;0;0;0;0;2.189138;1.450617;15.97191;160.9815;180.5;NaN;2;0;2;0
2831;182;55;278;0;0;0;0;0;0;0;0;2.195238;1.454545;16.23626;158.7455;NaN;NaN;0;0;0;0
2832;180;55;275;2;0;0;0;0;0;0;0;2.192963;1.454545;16.12778;155.4182;71;NaN;0;0;2;0
2833;179;57;267;2;0;0;0;0;0;0;0;2.192737;1.463938;15.10614;150.6316;25;NaN;0;0;2;0
2834;181;57;264;3;0;0;0;0;0;0;0;2.192449;1.463938;15.23757;151.2632;62.66667;NaN;5;0;3;0
2835;183;58;262;0;0;0;0;0;0;0;0;2.193807;1.463602;15.52459;149.3621;NaN;NaN;0;0;0;0
2836;186;58;263;0;0;0;0;0;0;0;0;2.196236;1.463602;15.88172;150.069;NaN;NaN;0;0;0;0
2837;186;58;263;0;0;0;0;0;0;0;0;2.196236;1.463602;16.4086;150.7759;NaN;NaN;0;0;0;0
2838;185;58;262;1;0;0;0;0;0;0;0;2.196216;1.463602;16.71351;139.069;69;NaN;1;0;1;0
2839;185;58;260;1;0;0;0;0;0;0;0;2.194955;1.463602;17.12973;131.069;138;NaN;5;0;1;0
2840;187;58;257;0;0;0;0;0;0;0;0;2.195544;1.463602;17.39038;131.7759;NaN;NaN;0;0;0;0
2841;188;58;252;0;0;0;0;0;0;0;0;2.195213;1.463602;17.48404;132.4828;NaN;NaN;0;0;0;0
2842;193;58;253;0;0;0;0;0;0;0;0;2.1981;1.463602;17.63731;133.1897;NaN;NaN;0;0;0;0
2843;193;58;254;0;0;0;0;0;0;0;0;2.1981;1.463602;18.24352;133.8965;NaN;NaN;0;0;0;0
2844;190;58;252;3;0;0;0;0;0;0;0;2.195965;1.463602;18.80526;133.0172;93.66666;NaN;4;0;3;0
2845;191;59;248;0;0;0;0;0;0;0;0;2.195811;1.464218;18.61257;131.4746;NaN;NaN;0;0;0;0
2846;193;58;246;0;0;0;0;1;0;0;0;2.195509;1.464559;18.83938;120;NaN;944;0;0;0;1
2847;192;58;235;2;0;0;0;0;0;0;0;2.193923;1.464559;18.09896;119.8276;31.5;NaN;1;0;2;0
2848;198;60;233;1;0;0;0;0;0;0;0;2.201178;1.45463;17.76768;115.7;84;NaN;1;0;1;0
2849;198;61;230;3;0;0;0;0;0;0;0;2.203535;1.457195;17.69697;110.082;70.66666;NaN;2;0;3;0
2850;197;64;226;3;0;0;0;0;0;0;0;2.203215;1.460937;17.74112;103.5625;78;NaN;4;0;3;0
2851;201;67;224;0;0;0;0;0;0;0;0;2.206467;1.456053;17.59702;99.55224;NaN;NaN;0;0;0;0
2852;202;67;222;1;0;0;0;0;0;0;0;2.207425;1.456053;17.75248;99;58;NaN;1;0;1;0
2853;204;68;223;0;0;0;0;0;0;0;0;2.206536;1.457516;18.17647;98.16177;NaN;NaN;0;0;0;0
2854;203;68;219;1;0;0;0;0;0;0;0;2.206732;1.457516;18.55665;98.01471;87;NaN;2;0;1;0
2855;206;68;220;0;0;0;0;1;0;0;0;2.208737;1.458333;18.8835;85.20588;NaN;933;0;0;0;1
2856;206;68;220;0;0;0;0;0;0;0;0;2.208737;1.458333;19.36893;85.80882;NaN;NaN;0;0;0;0
2857;206;68;209;1;0;0;0;0;0;0;0;2.208899;1.458333;18.47573;74.64706;78;NaN;0;0;1;0
2858;214;67;209;1;0;0;0;1;0;0;0;2.209501;1.462686;18.12617;63.26866;38;961;0;2;1;1
2859;214;68;204;1;0;0;0;0;0;0;0;2.209501;1.470588;17.84579;62.70588;42;NaN;1;0;1;0
2860;215;69;204;0;0;0;0;0;0;0;0;2.209612;1.47343;18.35814;62.37681;NaN;NaN;0;0;0;0
2861;212;69;202;3;0;0;0;0;0;0;0;2.212264;1.47343;18.85849;62.95652;9;NaN;0;0;3;0
2862;213;71;197;1;0;0;0;0;0;0;0;2.215336;1.478091;18.70892;58.70422;39;NaN;0;0;1;0
2863;214;72;194;0;1;0;0;0;0;0;0;2.216666;1.48071;18.40654;58.48611;82;NaN;1;0;1;0
2864;216;72;195;0;0;0;0;0;0;0;0;2.21682;1.48071;18.83333;59.08333;NaN;NaN;0;0;0;0
2865;212;72;188;4;0;0;0;0;0;0;0;2.214779;1.48071;18.03302;59.51389;71.75;NaN;5;0;4;0
2866;217;75;189;0;0;0;0;0;0;0;0;2.211828;1.484444;18.21198;57.73333;NaN;NaN;0;0;0;0
2867;213;75;187;4;0;0;0;0;0;0;0;2.209076;1.484444;18.84977;56.56;60.25;NaN;3;0;4;0
2868;214;77;188;0;0;0;0;1;0;0;0;2.209813;1.484848;19.35514;45.84415;NaN;1015;0;0;0;1
2869;213;77;183;1;0;0;0;0;0;0;0;2.209702;1.484848;19.4554;44.83117;225;NaN;2;0;1;0
2870;213;78;183;3;0;0;0;0;0;0;0;2.211267;1.487179;19.57277;44.15385;42.33333;NaN;2;0;3;0
2871;212;80;182;1;0;0;0;0;0;0;0;2.211321;1.492361;20.05189;43.625;78;NaN;1;0;1;0
2872;212;81;183;0;0;0;0;0;0;0;0;2.211321;1.493827;20.64623;43.66667;NaN;NaN;0;0;0;0
2873;210;81;178;2;0;0;0;0;0;0;0;2.210952;1.493827;20.40476;43.62963;70.5;NaN;0;0;2;0
2874;213;82;179;0;0;0;0;0;0;0;0;2.210955;1.493225;20.71831;43.68293;NaN;NaN;0;0;0;0
2875;211;82;178;2;0;0;0;0;0;0;0;2.209321;1.493225;21.33175;44.2439;32.5;NaN;0;0;2;0
2876;211;83;170;1;0;0;0;0;0;0;0;2.209637;1.490629;20.27488;44.28916;83;NaN;2;0;1;0
2877;214;84;169;1;0;0;0;0;0;0;0;2.205296;1.488756;20.45327;43.83333;27;NaN;0;0;1;0
2878;215;85;167;0;0;0;0;0;0;0;0;2.205581;1.488889;20.93023;43.89412;NaN;NaN;0;0;0;0
2879;216;85;168;0;0;0;0;0;0;0;0;2.206636;1.488889;21.43056;44.47059;NaN;NaN;0;0;0;0
2880;213;85;166;3;0;0;0;0;0;0;0;2.205634;1.488889;22.03286;44.41177;90.66666;NaN;1;0;3;0
2881;215;88;162;1;0;0;0;0;0;0;0;2.206667;1.487373;22.34884;43.22727;5;NaN;0;0;1;0
2882;217;88;159;0;0;0;0;0;0;0;0;2.206759;1.487373;22.50691;43.78409;NaN;NaN;0;0;0;0
2883;220;88;160;0;1;0;0;0;0;0;0;2.21;1.487373;22.80455;44.34091;145;NaN;0;0;1;0
2884;219;88;157;1;0;0;0;0;0;0;0;2.210198;1.487373;22.87671;44.89773;141;NaN;2;0;1;0
2885;217;88;154;3;0;0;0;0;0;0;0;2.211213;1.487373;23.68203;44.53409;73;NaN;0;0;3;0
2886;218;90;151;0;0;0;0;0;0;0;0;2.209633;1.49321;23.92202;44.1;NaN;NaN;0;0;0;0
2887;220;90;150;1;0;0;0;0;0;0;0;2.215909;1.49321;23.45455;44.65556;1970;NaN;5;0;1;0
2888;220;90;151;0;0;0;0;0;0;0;0;2.215909;1.49321;24.07727;45.22222;NaN;NaN;0;0;0;0
2889;219;90;150;1;0;0;0;0;0;0;0;2.216438;1.49321;24.37443;45.78889;171;NaN;1;0;1;0
2890;216;90;148;4;0;0;0;0;0;0;0;2.215278;1.49321;24.75926;45.37778;57.5;NaN;3;0;4;0
2891;216;93;146;3;0;0;0;0;0;0;0;2.215586;1.501792;25.03704;44.48387;79;NaN;2;0;3;0
2892;214;94;147;3;0;0;0;0;0;0;0;2.217134;1.507092;25.61682;42.75532;121.3333;NaN;4;0;3;0
2893;214;96;147;0;0;0;0;0;0;0;0;2.217134;1.508102;26.24299;42.44792;NaN;NaN;0;0;0;0
2894;211;96;144;3;0;0;0;0;0;0;0;2.217062;1.508102;26.58768;42.8125;96;NaN;2;0;3;0
2895;212;98;145;0;0;0;0;0;0;0;0;2.217767;1.503968;27.09434;42.53061;NaN;NaN;0;0;0;0
2896;211;98;140;1;0;0;0;0;0;0;0;2.217852;1.503968;27.50237;42.91837;104;NaN;0;0;1;0
2897;213;99;141;1;0;0;0;0;0;0;0;2.218779;1.500561;27.28638;42.86869;159;NaN;0;0;1;0
2898;211;100;140;2;0;0;0;0;0;0;0;2.217378;1.500556;27.82938;42.63;158;NaN;6;0;2;0
2899;212;102;141;0;0;0;0;0;0;0;0;2.218082;1.501089;28.33019;42.36274;NaN;NaN;0;0;0;0
2900;207;102;138;5;0;0;0;0;0;0;0;2.219162;1.501089;28.25604;42.82353;159.2;NaN;10;0;5;0
2901;208;104;135;1;0;0;0;0;0;0;0;2.219872;1.500534;28.28846;42.53846;44;NaN;1;0;1;0
2902;208;104;132;1;0;0;0;0;0;0;0;2.221154;1.500534;28.28365;42.46154;56;NaN;0;0;1;0
2903;209;105;130;0;0;0;0;0;0;0;0;2.220733;1.5;28.31579;42.6381;NaN;NaN;0;0;0;0
2904;210;105;128;0;0;0;0;0;0;0;0;2.220635;1.5;28.03333;43.21905;NaN;NaN;0;0;0;0
2905;212;105;128;0;0;0;0;0;0;0;0;2.220755;1.5;28.40566;43.8;NaN;NaN;0;0;0;0
2906;213;105;127;0;0;0;0;0;0;0;0;2.221909;1.5;28.70892;44.38095;NaN;NaN;0;0;0;0
2907;213;105;128;0;1;0;0;0;0;0;0;2.221909;1.5;29.04225;44.96191;91;NaN;1;0;1;0
2908;212;105;128;1;0;0;0;0;0;0;0;2.221541;1.5;29.73113;45.09524;59;NaN;0;0;1;0
2909;212;106;128;1;0;0;0;0;0;0;0;2.222013;1.502097;30.04245;45.24528;44;NaN;0;0;1;0
2910;209;107;126;3;1;0;0;0;0;0;0;2.223445;1.500519;30.29187;44.53271;166.5;NaN;6;0;4;0
2911;207;109;125;2;0;0;0;0;0;0;0;2.221256;1.496432;30.78261;43.65137;16;NaN;1;0;2;0
2912;207;111;125;2;0;0;0;0;0;0;0;2.222061;1.5;31.0773;42.98198;59.5;NaN;1;0;2;0
2913;207;111;126;0;0;0;0;0;0;0;0;2.222061;1.5;31.71498;43.55856;NaN;NaN;0;0;0;0
2914;203;111;123;4;0;0;0;0;0;0;0;2.222824;1.5;31.75369;42.85585;87;NaN;3;0;4;0
2915;202;113;122;2;0;0;0;0;0;0;0;2.222112;1.49705;32.40099;42.66372;77.5;NaN;1;0;2;0
2916;200;114;121;2;0;0;0;0;0;0;0;2.220667;1.496589;32.805;42.72807;99;NaN;1;0;2;0
2917;200;115;121;0;0;0;0;0;0;0;0;2.220667;1.498068;33.445;42.93913;NaN;NaN;0;0;0;0
2918;199;115;118;1;0;0;0;0;0;0;0;2.219933;1.498068;34.19598;42.68696;34;NaN;0;0;1;0
2919;200;116;119;0;0;0;0;0;0;0;0;2.220667;1.495211;34.68;42.89655;NaN;NaN;0;0;0;0
2920;198;116;118;2;0;0;0;0;0;0;0;2.219192;1.495211;35.44444;42.63793;52.5;NaN;1;0;2;0
2921;198;118;119;0;0;0;0;0;0;0;0;2.219192;1.497646;36.10101;42.48305;NaN;NaN;0;0;0;0
2922;192;118;118;6;0;0;0;0;0;0;0;2.22118;1.497646;35.61979;42.84746;154.5;NaN;8;0;6;0
2923;192;123;118;0;0;0;0;0;0;0;0;2.22118;1.500903;36.27083;41.68293;NaN;NaN;0;0;0;0
2924;192;123;117;0;0;0;0;0;0;0;0;2.22118;1.500903;36.47396;42.26016;NaN;NaN;0;0;0;0
2925;188;123;116;4;0;0;0;0;0;0;0;2.221808;1.500903;36.64362;42.50407;188.75;NaN;9;0;4;0
2926;185;127;117;3;0;0;0;0;0;0;0;2.218739;1.504812;37.44865;39.38583;84.33334;NaN;3;0;3;0
2927;184;128;118;0;1;0;0;0;0;0;0;2.22192;1.505643;38.30435;39.66406;176;NaN;0;0;1;0
2928;183;128;115;1;0;0;0;0;0;0;0;2.221493;1.505643;38.93989;40.10938;99;NaN;0;0;1;0
2929;182;129;114;1;0;0;0;0;0;0;0;2.221245;1.504307;39.04945;39.6124;29;NaN;0;0;1;0
2930;182;130;113;2;0;0;0;0;0;0;0;2.224175;1.503846;39.70879;39.66154;39;NaN;1;0;2;0
2931;183;131;114;0;0;0;0;0;0;0;0;2.224954;1.501272;40.16393;39.93893;NaN;NaN;0;0;0;0
